BULAN,TAHUN,DISTRIBUTOR,KOTA,PRINSIPAL,PRODUK,BRAND,JENIS,UKURAN,QTY
April,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
April,2026,PKU VAPOR,PEKANBARU,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
April,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
April,2026,VM HANZO,PONTIANAK,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
April,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
April,2026,VSP,SEMARANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
April,2026,TOM VAPOR,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
April,2026,TOM VAPOR GASS,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
April,2026,LOMBOK VAPE,LOMBOK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
April,2026,NV DISTRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
April,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
April,2026,NV DISTRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
April,2026,RAYS,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
April,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
April,2026,OMAH VAPE,SOLO,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,40
April,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,ABI VAPE,SEMARANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,TOM VAPOR,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,0
Mei,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Mei,2026,VAPORINDO TAMA,BATAM,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Mei,2026,VSS,SEMARANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,LOMBOK VAPE,LOMBOK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,MAGIC,BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,S3 VAPE,SALATIGA,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,VAPEBOSS SURABAYA,SURABAYA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,ANGKASA VAPOR,SAMPIT,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,CYCLOZ,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,EJ33 BANJARMASIN,BANJARMASIN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,EJ33 SAMARINDA,SAMARINDA,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,VB DISTRI,TANGERANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Mei,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,SENTRAL,CIMAHI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,VAPEBRAND,BALI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,VSP,SEMARANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Mei,2026,OVS MAKASSAR,MAKASAR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,RAYS,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,SEGITIGA MAS,BOGOR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,CV MITRA,SURABAYA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,VAPORKING JOGJA,YOGYAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,VAPORKING MALANG,MALANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Mei,2026,VAPORKING SURABAYA,SURABAYA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,VM CVK,PALEMBANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,DP88,PONTIANAK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,VENOM,MOJOKERTO,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,AFC SOLO,SOLO,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
Mei,2026,RAYS,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,250
Mei,2026,SEGITIGA MAS,BOGOR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Mei,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Mei,2026,CYCLOZ,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Mei,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
Juni,2026,VAPOR PRO,SURABAYA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juni,2026,VM HANZO,PONTIANAK,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,IVS,TANGERANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,40
Juni,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,OVS MAKASSAR,MAKASAR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,RAYS,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,SEGITIGA MAS,BOGOR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juni,2026,MAGIC,BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,VAPE ON,SURABAYA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,1500
Juni,2026,ANGKASA VAPOR,SAMPIT,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,OMAH VAPE,SOLO,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,PING DISTRI,KARAWANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,TOM VAPOR GASS,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,ASGARD BANDUNG,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,25
Juni,2026,EJ33 BANJARMASIN,BANJARMASIN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,EJ33 SAMARINDA,SAMARINDA,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juni,2026,VAPING BANJARMASIN,BANJARMASIN,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,DP88,PONTIANAK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,JESMAR BALI,BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,MILDOS TANGERANG,TANGERANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,TWENTY ONE VAPE,BANJARMASIN,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,VM CVK,PALEMBANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2026,CYCLOZ,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,TOM VAPOR,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
Juni,2026,VAPEBRAND,BALI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,400
Juni,2026,VAPEX (RV),BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,OVS MANADO,MANADO,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,VAPE OI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,400
Juni,2026,VSS,SEMARANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juni,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,RAYS,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juni,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,CLOUDVAPING,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,MAGIC,BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,JANUAR,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juni,2026,OVS MAKASSAR,MAKASAR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,OVS MAKASSAR,MAKASAR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juni,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,ABUNAWAS,PALEMBANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juni,2026,CV MITRA,SURABAYA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juni,2026,VAPEX (RV),BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,IVS,TANGERANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,S3 VAPE,SALATIGA,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juli,2026,VAPOR PRO,SURABAYA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,DP88,PONTIANAK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,VAPORIZER JAKARA (VJ),JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,250
Juli,2026,VM HANZO,PONTIANAK,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,80
Juli,2026,SENTRAL,CIMAHI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Juli,2026,LOMBOK VAPE,LOMBOK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,SINAR PKU,PEKANBARU,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,VENOM,MOJOKERTO,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,250
Juli,2026,MR VAPE TANGERANG,TANGERANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,POWER,BALI,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Juli,2026,VAPE ON,SURABAYA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,1500
Juli,2026,VAPEXPRESS,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
Juli,2026,TOM VAPOR GASS,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,ANGKASA VAPOR,SAMPIT,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,30
Juli,2026,MAMANINI PT.ACIMA GLOBAL MANDIRI,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,PREVA/TOKO VAPEKU,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,10
Juli,2026,VB DISTRI,TANGERANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juli,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,CV MITRA,SURABAYA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,DOYOK,PONTIANAK,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,SENTRAL,CIMAHI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,300
Juli,2026,TOM VAPOR,JAKARTA,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,5
Juli,2026,VM CVK,PALEMBANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,VM PKU,PEKANBARU,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,VAPEBRAND,BALI,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,400
Juli,2026,VAPEFEST,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,123
Juli,2026,ABUNAWAS,PALEMBANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,AFC SOLO,SOLO,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,MAGIC,BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,OVS MANADO,MANADO,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,DP88,PONTIANAK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,IVS,TANGERANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,DALANG VAPOR,DEPOK,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,DATU VAPOR SAMPIT,SAMPIT,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,70
Juli,2026,PREVA/TOKO VAPEKU,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Juli,2026,VAPEHAN,JAKARTA,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,175
Juli,2026,VAPEX (RV),BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,FVS,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,400
Juli,2026,MILDOS TANGERANG,TANGERANG,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,SEGITIGA MAS,BOGOR,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,500
Juli,2026,VAPEX (RV),BALI,RAYS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,BED,BANDUNG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,EJ33 BANJARMASIN,BANJARMASIN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,150
Juli,2026,EJ33 SAMARINDA,SAMARINDA,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,SINAR PKU,PEKANBARU,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,20
Juli,2026,CLOUDVAPING,BANDUNG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,50
Juli,2026,ABI VAPE,SEMARANG,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,VM MEDAN,MEDAN,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,VSP,SEMARANG,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,200
Juli,2026,BLACKJACK,BOGOR,PODA,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Juli,2026,POWER,BALI,FVS,KAYA TOAST V1 PODS FRIENDLY,ORAMA,PODS FRIENDLY,30ML,100
Januari,2026,BLACKJACK,BOGOR,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,15
Januari,2026,MILDOS LAMPUNG,LAMPUNG,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,30
Januari,2026,BED,BANDUNG,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Januari,2026,BLACKJACK,BOGOR,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,10
Januari,2026,FVS,BANDUNG,FVS,KIWI SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2026,BED,BANDUNG,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2026,OVS MAKASSAR,MAKASAR,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,RAYS,JAKARTA,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,S3 VAPE,SALATIGA,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,13
Februari,2026,VAPE ON,SURABAYA,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,250
Februari,2026,VAPEBRAND,BALI,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2026,VAPEHAN,JAKARTA,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,VM MEDAN,MEDAN,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,15
Februari,2026,VM PKU,PEKANBARU,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,15
Februari,2026,ANGKASA VAPOR,SAMPIT,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,FVS,BANDUNG,FVS,KIWI SALTNIC,BEQU,SALTNIC,30ML,13
Februari,2026,VSP,SEMARANG,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,BED,BANDUNG,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,50
Februari,2026,OVS MAKASSAR,MAKASAR,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,RAYS,JAKARTA,RAYS,KIWI SALTNIC,BEQU,SALTNIC,30ML,25
Februari,2026,S3 VAPE,SALATIGA,PODA,KIWI SALTNIC,BEQU,SALTNIC,30ML,12
